State,Function,FT_Emp,FT_Dollar,PT_Emp,PT_Dollar,FTE_Emp,FTPT_Emp,Total,Spending,Spend_Mil
UT,Sewerage,"1,217","6,086,750",155,"163,575","1,265","1,372","6,250,325",6250325,6.250325
UT,Parks and Recreation,"2,341","10,237,824","7,596","3,619,089","4,438","9,937","13,856,913",13856913,13.856913
UT,Housing & Community Development,684,"3,356,088",196,"207,985",758,880,"3,564,073",3564073,3.564073
UT,Natural Resources,"1,596","7,100,822",413,"410,816","1,731","2,009","7,511,638",7511638,7.511638
UT,Water Supply,"1,657","8,742,894",262,"206,150","1,715","1,919","8,949,044",8949044,8.949044
UT,Electric Power,581,"4,036,861",81,"66,506",607,662,"4,103,367",4103367,4.103367
UT,Gas Supply,4,"22,520",1,266,4,5,"22,786",22786,0.022786
UT,Transit,"2,708","13,443,457",285,"538,691","2,846","2,993","13,982,148",13982148,13.982148
UT,Education,"70,018","383,053,668","61,985","71,217,661","91,082","132,003","454,271,329",454271329,454.271329
UT,Libraries,795,"3,371,449","1,302","1,316,519","1,367","2,097","4,687,968",4687968,4.687968
UT,State liquor stores,330,"974,461",321,"258,137",462,651,"1,232,598",1232598,1.232598
UT,All other and unallocable,"3,779","19,102,114","1,068","1,117,005","4,182","4,847","20,219,119",20219119,20.219119
VT,Financial Administration,"1,214","6,632,943",525,"580,262","1,362","1,739","7,213,205",7213205,7.213205
VT,Other Government Administration,898,"4,647,141","1,124","1,161,223","1,093","2,022","5,808,364",5808364,5.808364
VT,Judicial and Legal,679,"4,246,962",84,"194,880",694,763,"4,441,842",4441842,4.441842
VT,Police Protection,"1,389","8,904,793",305,"279,880","1,473","1,694","9,184,673",9184673,9.184673
VT,Fire Protection,261,"1,455,399",453,"144,522",319,714,"1,599,921",1599921,1.599921
VT,Corrections,983,"5,656,817",13,"19,314",988,996,"5,676,131",5676131,5.676131
VT,Highways,"2,046","10,159,240",166,"154,003","2,107","2,212","10,313,243",10313243,10.313243
VT,Air Transportation,31,"178,172",8,"14,124",36,39,"192,296",192296,0.192296
VT,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
VT,Public Welfare,"1,476","8,249,795",187,"409,072","1,518","1,663","8,658,867",8658867,8.658867
VT,Health,519,"3,095,518",224,"230,695",554,743,"3,326,213",3326213,3.326213
VT,Hospitals,226,"1,362,735",13,"29,213",228,239,"1,391,948",1391948,1.391948
VT,Social Insurance Administration,207,"1,028,372",10,"13,001",209,217,"1,041,373",1041373,1.041373
VT,Solid Waste Management,143,"611,731",202,"153,321",199,345,"765,052",765052,0.765052
VT,Sewerage,183,"921,094",28,"35,901",193,211,"956,995",956995,0.956995
VT,Parks and Recreation,286,"1,404,415",284,"187,826",361,570,"1,592,241",1592241,1.592241
VT,Housing & Community Development,163,"699,138",23,"47,388",177,186,"746,526",746526,0.746526
VT,Natural Resources,593,"3,528,296",55,"128,154",615,648,"3,656,450",3656450,3.65645
VT,Water Supply,195,"997,815",110,"57,290",215,305,"1,055,105",1055105,1.055105
VT,Electric Power,137,"964,719",12,"25,356",138,149,"990,075",990075,0.990075
VT,Gas Supply,0,0,0,0,0,0,0,0,0
VT,Transit,226,"1,657,477",55,"101,132",256,281,"1,758,609",1758609,1.758609
VT,Education,"19,782","102,616,710","8,886","14,526,297","23,032","28,668","117,143,007",117143007,117.143007
VT,Libraries,101,"442,436",282,"263,875",201,383,"706,311",706311,0.706311
VT,State liquor stores,67,"361,415",6,"3,185",68,73,"364,600",364600,0.3646
VT,All other and unallocable,"1,228","7,210,949",467,"440,004","1,335","1,695","7,650,953",7650953,7.650953
VA,Financial Administration,"12,250","68,092,153","1,086","1,938,207","12,858","13,336","70,030,360",70030360,70.03036
VA,Other Government Administration,"6,134","40,153,588","2,525","3,570,629","6,850","8,659","43,724,217",43724217,43.724217
VA,Judicial and Legal,"9,052","50,169,876","1,165","2,009,642","9,538","10,217","52,179,518",52179518,52.179518
VA,Police Protection,"21,520","125,148,859","1,553","2,816,904","22,268","23,073","127,965,763",127965763,127.965763
VA,Fire Protection,"11,743","76,700,550",915,"1,024,419","12,075","12,658","77,724,969",77724969,77.724969
VA,Corrections,"23,887","103,342,196","1,163","2,126,900","24,463","25,050","105,469,096",105469096,105.469096
VA,Highways,"11,628","61,948,094",707,"1,402,648","12,007","12,335","63,350,742",63350742,63.350742
VA,Air Transportation,"2,275","16,369,786",227,"275,399","2,374","2,502","16,645,185",16645185,16.645185
VA,Sea and Inland Port Facilities,228,"1,742,699",4,"4,307",229,232,"1,747,006",1747006,1.747006
VA,Public Welfare,"11,797","56,557,573","1,679","3,244,447","12,632","13,476","59,802,020",59802020,59.80202
VA,Health,"12,456","67,260,108","2,448","5,914,057","13,837","14,904","73,174,165",73174165,73.174165
VA,Hospitals,"12,314","65,831,952","2,033","6,315,659","13,278","14,347","72,147,611",72147611,72.147611
VA,Social Insurance Administration,999,"4,614,282",138,"221,012","1,075","1,137","4,835,294",4835294,4.835294
VA,Solid Waste Management,"2,985","12,132,907","1,175","1,183,943","3,581","4,160","13,316,850",13316850,13.31685
VA,Sewerage,"4,932","24,970,715",199,"339,327","5,033","5,131","25,310,042",25310042,25.310042
VA,Parks and Recreation,"5,889","25,771,504","9,860","8,176,561","9,353","15,749","33,948,065",33948065,33.948065
VA,Housing & Community Development,"2,302","12,458,117",143,"197,697","2,361","2,445","12,655,814",12655814,12.655814
VA,Natural Resources,"2,709","15,896,983",763,"1,607,881","3,287","3,472","17,504,864",17504864,17.504864
VA,Water Supply,"4,060","19,054,338",206,"312,799","4,148","4,266","19,367,137",19367137,19.367137
VA,Electric Power,339,"1,966,909",3,"3,315",341,342,"1,970,224",1970224,1.970224
VA,Gas Supply,357,"1,789,279",4,"4,832",359,361,"1,794,111",1794111,1.794111
VA,Transit,"1,544","6,856,277",431,"619,069","1,874","1,975","7,475,346",7475346,7.475346
VA,Education,"231,252","1,100,223,594","90,356","109,548,426","260,100","321,608","1,209,772,020",1209772020,1209.77202
VA,Libraries,"2,739","12,626,903","2,901","3,504,805","4,038","5,640","16,131,708",16131708,16.131708
VA,State liquor stores,"1,099","4,266,599","2,663","2,205,610","2,339","3,762","6,472,209",6472209,6.472209
VA,All other and unallocable,"12,923","70,123,508","2,719","3,554,975","14,103","15,642","73,678,483",73678483,73.678483
WA,Financial Administration,"10,108","72,963,706",687,"2,568,533","10,518","10,795","75,532,239",75532239,75.532239
WA,Other Government Administration,"5,334","36,235,473","1,605","1,914,953","5,715","6,939","38,150,426",38150426,38.150426
WA,Judicial and Legal,"8,727","61,456,830",669,"1,781,818","8,995","9,396","63,238,648",63238648,63.238648
WA,Police Protection,"15,081","125,344,375",401,"897,611","15,253","15,482","126,241,986",126241986,126.241986
WA,Fire Protection,"9,383","94,027,694","4,400","2,537,198","10,119","13,783","96,564,892",96564892,96.564892
WA,Corrections,"14,186","86,892,990",331,"1,254,408","14,368","14,517","88,147,398",88147398,88.147398
WA,Highways,"13,461","88,651,046",515,"1,818,800","13,774","13,976","90,469,846",90469846,90.469846
WA,Air Transportation,"1,744","14,806,533",151,"407,577","1,836","1,895","15,214,110",15214110,15.21411
WA,Sea and Inland Port Facilities,"1,643","13,913,226",194,"370,507","1,728","1,837","14,283,733",14283733,14.283733
WA,Public Welfare,"12,569","71,961,022",840,"2,120,876","13,037","13,409","74,081,898",74081898,74.081898
WA,Health,"11,664","68,845,482","1,165","3,275,398","12,291","12,829","72,120,880",72120880,72.12088
WA,Hospitals,"27,594","189,125,787","15,355","75,738,533","36,446","42,949","264,864,320",264864320,264.86432
WA,Social Insurance Administration,"1,784","9,828,776",54,"171,209","1,817","1,838","9,999,985",9999985,9.999985
WA,Solid Waste Management,"2,150","13,607,989",178,"549,675","2,253","2,328","14,157,664",14157664,14.157664
WA,Sewerage,"3,843","28,091,798",194,"477,734","3,916","4,037","28,569,532",28569532,28.569532
WA,Parks and Recreation,"4,983","29,710,751","5,156","5,389,040","6,855","10,139","35,099,791",35099791,35.099791
WA,Housing & Community Development,"3,251","19,958,721",254,"638,488","3,385","3,505","20,597,209",20597209,20.597209
WA,Natural Resources,"6,265","34,432,261",800,"1,294,801","6,557","7,065","35,727,062",35727062,35.727062
WA,Water Supply,"3,850","25,760,567",646,"1,073,363","4,038","4,496","26,833,930",26833930,26.83393
WA,Electric Power,"8,126","77,070,602",408,"1,262,132","8,400","8,534","78,332,734",78332734,78.332734
WA,Gas Supply,18,"123,518",1,776,18,19,"124,294",124294,0.124294
WA,Transit,"10,520","74,244,969","1,543","5,137,973","11,457","12,063","79,382,942",79382942,79.382942
WA,Education,"139,690","989,037,569","98,685","219,550,803","185,404","238,375","1,208,588,372",1208588372,1208.588372
WA,Libraries,"2,558","14,440,106","2,887","5,585,866","3,987","5,445","20,025,972",20025972,20.025972
WA,State liquor stores,348,"1,976,270",40,"29,518",370,388,"2,005,788",2005788,2.005788
WA,All other and unallocable,"13,208","80,831,783","1,454","2,181,151","13,748","14,662","83,012,934",83012934,83.012934
WV,Financial Administration,"3,344","11,903,145",242,"296,541","3,440","3,586","12,199,686",12199686,12.199686
WV,Other Government Administration,"1,528","5,604,315","1,216","1,460,091","1,786","2,744","7,064,406",7064406,7.064406
WV,Judicial and Legal,"2,749","12,411,343",270,"319,452","2,849","3,019","12,730,795",12730795,12.730795
WV,Police Protection,"3,860","16,844,611",371,"331,872","4,003","4,231","17,176,483",17176483,17.176483
WV,Fire Protection,966,"4,293,793",92,"46,211",986,"1,058","4,340,004",4340004,4.340004
WV,Corrections,"3,483","12,192,202",18,"19,381","3,492","3,501","12,211,583",12211583,12.211583
WV,Highways,"5,929","23,198,684",180,"210,816","6,030","6,109","23,409,500",23409500,23.4095
WV,Air Transportation,186,"686,567",67,"49,873",212,253,"736,440",736440,0.73644
WV,Sea and Inland Port Facilities,2,"9,893",0,0,2,2,"9,893",9893,0.009893
WV,Public Welfare,"3,180","10,177,936",76,"103,653","3,226","3,256","10,281,589",10281589,10.281589
WV,Health,"1,860","6,754,415",414,"463,121","2,022","2,274","7,217,536",7217536,7.217536
WV,Hospitals,"3,154","12,623,414",503,"979,904","3,427","3,657","13,603,318",13603318,13.603318
WV,Social Insurance Administration,396,"1,501,883",69,"92,758",425,465,"1,594,641",1594641,1.594641
WV,Solid Waste Management,556,"1,555,227",166,"141,481",632,722,"1,696,708",1696708,1.696708
WV,Sewerage,"1,040","3,490,266",145,"64,706","1,062","1,185","3,554,972",3554972,3.554972
WV,Parks and Recreation,947,"2,861,357","1,190","1,069,408","1,473","2,137","3,930,765",3930765,3.930765
WV,Housing & Community Development,442,"1,447,441",65,"64,509",462,507,"1,511,950",1511950,1.51195
WV,Natural Resources,"1,717","7,383,218",317,"342,410","1,857","2,034","7,725,628",7725628,7.725628
WV,Water Supply,"1,387","4,736,817",279,"219,747","1,472","1,666","4,956,564",4956564,4.956564
WV,Electric Power,20,"114,673",0,0,20,20,"114,673",114673,0.114673
WV,Gas Supply,0,0,0,0,0,0,0,0,0
WV,Transit,541,"1,960,467",94,"138,068",601,635,"2,098,535",2098535,2.098535
WV,Education,"50,338","212,121,689","17,576","21,308,583","56,343","67,914","233,430,272",233430272,233.430272
WV,Libraries,330,"939,031",246,"228,390",435,576,"1,167,421",1167421,1.167421
WV,State liquor stores,74,"246,435",0,0,74,74,"246,435",246435,0.246435
WV,All other and unallocable,"3,596","13,951,560",467,"473,513","3,763","4,063","14,425,073",14425073,14.425073
WI,Financial Administration,"5,876","33,045,668","2,313","2,462,317","6,536","8,189","35,507,985",35507985,35.507985
WI,Other Government Administration,"4,150","20,961,285","10,381","5,316,617","5,615","14,531","26,277,902",26277902,26.277902
WI,Judicial and Legal,"5,497","31,787,600","1,120","1,850,132","5,902","6,617","33,637,732",33637732,33.637732
WI,Police Protection,"15,193","95,933,952","2,724","2,271,957","15,990","17,917","98,205,909",98205909,98.205909
WI,Fire Protection,"4,521","29,984,392","5,003","1,616,195","5,119","9,524","31,600,587",31600587,31.600587
WI,Corrections,"12,566","65,192,816",974,"2,794,011","13,092","13,540","67,986,827",67986827,67.986827
WI,Highways,"9,648","47,855,155","1,409","1,154,295","10,084","11,057","49,009,450",49009450,49.00945
WI,Air Transportation,388,"2,123,560",62,"86,720",408,450,"2,210,280",2210280,2.21028
WI,Sea and Inland Port Facilities,18,"95,972",2,818,18,20,"96,790",96790,0.09679
WI,Public Welfare,"12,984","59,493,613","3,740","6,831,399","15,135","16,724","66,325,012",66325012,66.325012
WI,Health,"5,812","31,922,640","2,264","4,019,049","6,829","8,076","35,941,689",35941689,35.941689
WI,Hospitals,"4,355","19,394,832","1,291","3,330,426","5,179","5,646","22,725,258",22725258,22.725258
WI,Social Insurance Administration,693,"3,159,620",10,"33,356",700,703,"3,192,976",3192976,3.192976
WI,Solid Waste Management,"1,354","6,033,119","1,026","443,442","1,467","2,380","6,476,561",6476561,6.476561
WI,Sewerage,"1,845","10,223,167",665,"354,944","1,949","2,510","10,578,111",10578111,10.578111
WI,Parks and Recreation,"2,340","11,282,406","3,318","2,286,383","3,214","5,658","13,568,789",13568789,13.568789
WI,Housing & Community Development,976,"4,758,311",361,"326,787","1,115","1,337","5,085,098",5085098,5.085098
WI,Natural Resources,"2,966","15,249,820","1,407","2,147,675","3,476","4,373","17,397,495",17397495,17.397495
WI,Water Supply,"1,808","9,077,549",280,"252,938","1,891","2,088","9,330,487",9330487,9.330487
WI,Electric Power,532,"3,657,639",32,"25,747",541,564,"3,683,386",3683386,3.683386
WI,Gas Supply,0,0,0,0,0,0,0,0,0
WI,Transit,"1,923","8,399,037",161,"289,033","2,016","2,084","8,688,070",8688070,8.68807
WI,Education,"134,607","697,253,439","77,320","127,215,794","164,664","211,927","824,469,233",824469233,824.469233
WI,Libraries,"1,625","7,104,498","3,257","3,496,593","2,959","4,882","10,601,091",10601091,10.601091
WI,State liquor stores,0,0,0,0,0,0,0,0,0
WI,All other and unallocable,"7,145","38,879,814","3,554","2,526,865","7,869","10,699","41,406,679",41406679,41.406679
WY,Financial Administration,"1,397","7,101,621",68,"65,914","1,426","1,465","7,167,535",7167535,7.167535
WY,Other Government Administration,747,"3,449,709",584,"543,586",870,"1,331","3,993,295",3993295,3.993295
WY,Judicial and Legal,999,"5,485,149",109,"155,748","1,036","1,108","5,640,897",5640897,5.640897
WY,Police Protection,"1,990","10,016,472",125,"140,269","2,033","2,115","10,156,741",10156741,10.156741
WY,Fire Protection,463,"2,698,925",597,"162,228",527,"1,060","2,861,153",2861153,2.861153
WY,Corrections,"1,895","8,030,404",37,"55,576","1,915","1,932","8,085,980",8085980,8.08598
WY,Highways,"2,401","10,387,773",80,"134,074","2,452","2,481","10,521,847",10521847,10.521847
WY,Air Transportation,196,"1,041,481",16,"13,064",202,212,"1,054,545",1054545,1.054545
WY,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
WY,Public Welfare,617,"2,615,417",14,"15,415",624,631,"2,630,832",2630832,2.630832
WY,Health,"1,131","5,655,240",211,"293,287","1,229","1,342","5,948,527",5948527,5.948527
WY,Hospitals,"7,542","48,145,731","1,533","4,293,818","8,405","9,075","52,439,549",52439549,52.439549
WY,Social Insurance Administration,125,"525,509",0,0,125,125,"525,509",525509,0.525509
WY,Solid Waste Management,393,"1,695,574",112,"139,479",448,505,"1,835,053",1835053,1.835053
WY,Sewerage,185,"914,252",31,"18,968",193,216,"933,220",933220,0.93322
WY,Parks and Recreation,757,"3,339,058","1,120","639,086","1,070","1,877","3,978,144",3978144,3.978144
WY,Housing & Community Development,73,"347,385",20,"21,311",85,93,"368,696",368696,0.368696
WY,Natural Resources,"1,229","5,692,628",179,"154,586","1,289","1,408","5,847,214",5847214,5.847214
WY,Water Supply,332,"1,638,174",93,"46,666",354,425,"1,684,840",1684840,1.68484
WY,Electric Power,52,"332,058",3,"2,551",52,55,"334,609",334609,0.334609
WY,Gas Supply,0,0,0,0,0,0,0,0,0
WY,Transit,47,"286,008",68,"105,398",101,115,"391,406",391406,0.391406
WY,Education,"20,439","95,993,203","10,577","11,761,354","24,685","31,016","107,754,557",107754557,107.754557
WY,Libraries,238,"928,229",254,"349,394",358,492,"1,277,623",1277623,1.277623
WY,State liquor stores,36,"145,955",0,0,36,36,"145,955",145955,0.145955
WY,All other and unallocable,"1,608","7,436,903",222,"207,680","1,696","1,830","7,644,583",7644583,7.644583
